job_id,resume_id,job_text,resume_text,skills_text,education_text,experience_text,certifications_text,gender,race,label_relevant,full_similarity,skills_similarity,education_similarity,experience_similarity,certifications_similarity,baseline_rank,selected_top_k
JOB001,R1072,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","marcus thomas email: r1072@email.com skills tableau, jenkins, data visualisation, redshift, python, a/b testing, sql, fastapi, java, statistics education bsc software engineering, northumbria university (2010) work experience machine learning engineer at cloudbase ltd (2016-2017): applied statistics and data visualisation to deliver projects. certifications databricks certified associate, tensorflow developer certificate, microsoft azure fundamentals","tableau, jenkins, data visualisation, redshift, python, a/b testing, sql, fastapi, java, statistics","bsc software engineering, northumbria university (2010)",machine learning engineer at cloudbase ltd (2016-2017): applied statistics and data visualisation to deliver projects.,"databricks certified associate, tensorflow developer certificate, microsoft azure fundamentals",Male,White,1,0.6970134,0.4281501,0.3481648,0.5447668,0.5359361,11.0,0
JOB001,R1359,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","sophia thompson email: r1359@email.com skills data visualisation, deep learning, django, sql, git education bsc mathematics, king's college london (2020) work experience machine learning engineer at nexgen analytics (2019-2020): applied deep learning and sql to deliver projects. certifications none","data visualisation, deep learning, django, sql, git","bsc mathematics, king's college london (2020)",machine learning engineer at nexgen analytics (2019-2020): applied deep learning and sql to deliver projects.,,Female,White,0,0.69681543,0.41665697,0.31025222,0.4981865,0.0749067,12.0,0
JOB001,R1438,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","elijah li email: r1438@email.com skills sql, scikit-learn, kafka, airflow, model deployment, tensorflow, python education bsc computer science, london metropolitan university (2013) work experience full stack developer at cloudbase ltd (2017-2020): applied python and model deployment to deliver projects. | machine learning engineer at innovatesoft (2016-2017): applied scikit-learn and model deployment to deliver projects. | systems analyst at prismdata ltd (2022-2025): applied scikit-learn and python to deliver projects. certifications certified kubernetes administrator, oracle certified java programmer","sql, scikit-learn, kafka, airflow, model deployment, tensorflow, python","bsc computer science, london metropolitan university (2013)",full stack developer at cloudbase ltd (2017-2020): applied python and model deployment to deliver projects. | machine learning engineer at innovatesoft (2016-2017): applied scikit-learn and model deployment to deliver projects. | systems analyst at prismdata ltd (2022-2025): applied scikit-learn and python to deliver projects.,"certified kubernetes administrator, oracle certified java programmer",Male,White,1,0.69202006,0.4803877,0.4290519,0.5825315,0.36376387,13.0,0
JOB001,R0053,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","john mensah email: r0053@email.com skills model deployment, terraform, tensorflow, sql, statistics, python education beng information technology, city university of london (2012) work experience software engineer at cloudbase ltd (2016-2017): applied python and tensorflow to deliver projects. | full stack developer at prismdata ltd (2020-2021): applied statistics and python to deliver projects. | machine learning engineer at prismdata ltd (2016-2017): applied statistics and model deployment to deliver projects. certifications google professional data engineer","model deployment, terraform, tensorflow, sql, statistics, python","beng information technology, city university of london (2012)",software engineer at cloudbase ltd (2016-2017): applied python and tensorflow to deliver projects. | full stack developer at prismdata ltd (2020-2021): applied statistics and python to deliver projects. | machine learning engineer at prismdata ltd (2016-2017): applied statistics and model deployment to deliver projects.,google professional data engineer,Male,Hispanic,1,0.6841465,0.4247707,0.29745018,0.6405798,0.58532643,14.0,0
JOB001,R1707,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","karen lopez email: r1707@email.com skills tensorflow, dbt, pytorch, machine learning, rest apis, data visualisation, model deployment, statistics, elasticsearch education bsc mathematics, university of warwick (2012) work experience devops engineer at alphatech (2019-2020): applied tensorflow and statistics to deliver projects. | devops engineer at globaltech systems (2017-2018): applied dbt and statistics to deliver projects. certifications comptia security+, pmp project management, aws certified developer","tensorflow, dbt, pytorch, machine learning, rest apis, data visualisation, model deployment, statistics, elasticsearch","bsc mathematics, university of warwick (2012)",devops engineer at alphatech (2019-2020): applied tensorflow and statistics to deliver projects. | devops engineer at globaltech systems (2017-2018): applied dbt and statistics to deliver projects.,"comptia security+, pmp project management, aws certified developer",Female,White,1,0.6752874,0.5044075,0.32360858,0.5774511,0.36205274,15.0,0
JOB001,R0399,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","isabella garcia email: r0399@email.com skills typescript, hadoop, statistics, power bi, python, django, feature engineering education msc artificial intelligence, northumbria university (2017) work experience systems analyst at globaltech systems (2017-2018): applied django and hadoop to deliver projects. | software engineer at techcorp ltd (2021-2022): applied statistics and python to deliver projects. certifications tableau desktop specialist, tensorflow developer certificate","typescript, hadoop, statistics, power bi, python, django, feature engineering","msc artificial intelligence, northumbria university (2017)",systems analyst at globaltech systems (2017-2018): applied django and hadoop to deliver projects. | software engineer at techcorp ltd (2021-2022): applied statistics and python to deliver projects.,"tableau desktop specialist, tensorflow developer certificate",Female,White,0,0.66896856,0.42404398,0.2658949,0.5418856,0.46244836,16.0,0
JOB001,R1037,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","raj adeyemi email: r1037@email.com skills java, mongodb, machine learning, elasticsearch, bigquery, statistics, big data, linux education bsc cybersecurity, university of manchester (2013) work experience systems analyst at vertex solutions (2021-2022): applied bigquery and big data to deliver projects. | qa engineer at nexgen analytics (2019-2021): applied machine learning and linux to deliver projects. | data engineer at globaltech systems (2018-2020): applied big data and statistics to deliver projects. certifications google professional data engineer","java, mongodb, machine learning, elasticsearch, bigquery, statistics, big data, linux","bsc cybersecurity, university of manchester (2013)",systems analyst at vertex solutions (2021-2022): applied bigquery and big data to deliver projects. | qa engineer at nexgen analytics (2019-2021): applied machine learning and linux to deliver projects. | data engineer at globaltech systems (2018-2020): applied big data and statistics to deliver projects.,google professional data engineer,Male,White,0,0.6672363,0.37988245,0.34558165,0.52088225,0.58532643,17.0,0
JOB001,R1473,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","olivia anderson email: r1473@email.com skills github actions, sql, machine learning, python, scikit-learn, agile, tensorflow, data visualisation, statistics education bsc computer science, university of sheffield (2024) work experience qa engineer at gamma digital (2015-2016): applied agile and scikit-learn to deliver projects. certifications aws certified developer, aws machine learning specialty","github actions, sql, machine learning, python, scikit-learn, agile, tensorflow, data visualisation, statistics","bsc computer science, university of sheffield (2024)",qa engineer at gamma digital (2015-2016): applied agile and scikit-learn to deliver projects.,"aws certified developer, aws machine learning specialty",Female,White,1,0.6550518,0.51279134,0.47213805,0.43169263,0.665034,18.0,0
JOB001,R1302,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","mei perez email: r1302@email.com skills hadoop, deep learning, tensorflow, elasticsearch, kafka, pytorch education bsc mathematics, university of sheffield (2017) work experience devops engineer at gamma digital (2019-2022): applied elasticsearch and deep learning to deliver projects. | devops engineer at datasolutions uk (2022-2023): applied kafka and elasticsearch to deliver projects. | systems analyst at innovatesoft (2021-2024): applied elasticsearch and pytorch to deliver projects. certifications google cloud professional, tensorflow developer certificate, certified kubernetes administrator","hadoop, deep learning, tensorflow, elasticsearch, kafka, pytorch","bsc mathematics, university of sheffield (2017)",devops engineer at gamma digital (2019-2022): applied elasticsearch and deep learning to deliver projects. | devops engineer at datasolutions uk (2022-2023): applied kafka and elasticsearch to deliver projects. | systems analyst at innovatesoft (2021-2024): applied elasticsearch and pytorch to deliver projects.,"google cloud professional, tensorflow developer certificate, certified kubernetes administrator",Female,White,0,0.6541489,0.4228653,0.31401646,0.54812235,0.48608214,19.0,0
JOB001,R1160,"job title: data scientist company: techcorp ltd about the role: we are seeking a skilled data scientist to join our analytics team. you will work on cutting-edge machine learning projects to drive business decisions through data. responsibilities: - build and deploy machine learning models - perform statistical analysis on large datasets - collaborate with engineering and product teams - communicate findings to non-technical stakeholders requirements: skills - proficiency in python and sql - strong knowledge of machine learning algorithms - experience with scikit-learn, tensorflow or pytorch - data visualisation skills (matplotlib, seaborn, tableau) - strong statistics and mathematics background education - bsc or msc in computer science, data science, statistics or related field experience - 2+ years in a data science or analytics role - experience with end-to-end model development and deployment certifications - tensorflow developer certificate or equivalent is a plus","kevin williams email: r1160@email.com skills statistics, elasticsearch, tableau, agile, node.js, feature engineering, microservices, data visualisation, machine learning, python education bsc mathematics, king's college london (2022) work experience software engineer at byteforge (2017-2020): applied node.js and data visualisation to deliver projects. certifications pmp project management, databricks certified associate","statistics, elasticsearch, tableau, agile, node.js, feature engineering, microservices, data visualisation, machine learning, python","bsc mathematics, king's college london (2022)",software engineer at byteforge (2017-2020): applied node.js and data visualisation to deliver projects.,"pmp project management, databricks certified associate",Male,Other,1,0.65130246,0.5303607,0.3098366,0.37669644,0.4507596,20.0,0
